,Unnamed: 0,Column,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,application_type,tot_cur_bal,open_act_il,mths_since_rcnt_il,total_bal_il,il_util,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_recent_bc,mths_since_recent_inq,mths_since_recent_revol_delinq,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_op_past_12m,pct_tl_nvr_dlq,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
106701,106701,106701,3600,3600,3600, 36 months,6.46,110.28,7,1.0,4,80000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,MD,5.67,Nov-81,,15,1685,1.0,25,w,0.0,0.0,3633.832213,3633.83,3600.0,33.83,Feb-19,3635.12,,May-19,Individual,3195,1,30.0,1510,17.0,1,703,2.0,162300,1,213.0,110520.0,0.9,130.0,444,16,16,30.0,16.0,,3,4,7,12,6,14,19,4,15,0,100.0,171363,3195,111500,9063
106723,106723,106723,6000,6000,6000, 36 months,16.14,211.36,5,5.0,6,60000.0,Not Verified,Jan-19,Fully Paid,other,OH,34.7,Nov-07,,12,12186,43.7,20,w,0.0,0.0,6288.110665,6288.11,6000.0,288.11,Apr-19,5849.25,,Apr-19,Individual,178423,5,12.0,44591,71.0,0,4379,63.0,27900,1,14869.0,3622.0,71.7,133.0,89,30,12,30.0,12.0,,3,5,3,5,10,6,9,5,12,1,100.0,220389,56777,12800,62880
106725,106725,106725,40000,40000,40000, 36 months,11.8,1324.76,6,4.0,6,45000.0,Verified,Jan-19,Charged Off,debt_consolidation,VA,77.65,Sep-00,,12,79905,89.4,16,w,37178.15,37178.15,4131.62,4131.62,2821.85,1309.77,Apr-19,1324.76,Jun-19,May-19,Joint App,119519,2,18.0,39614,69.0,4,22955,86.0,89400,6,9960.0,535.0,99.3,156.0,219,9,9,9.0,16.0,,8,10,8,10,4,10,12,10,12,1,100.0,150879,119519,76000,61479
106729,106729,106729,16000,16000,16000, 36 months,18.94,586.02,4,3.0,5,275000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,NY,5.21,Aug-08,37.0,20,11960,59.8,26,w,14983.66,14983.66,1808.57,1808.57,1016.34,792.23,Apr-19,586.02,Jun-19,May-19,Individual,323717,7,2.0,305848,109.0,4,4180,98.0,20200,8,16186.0,8022.0,55.3,125.0,92,3,2,3.0,2.0,37.0,5,6,11,11,13,12,12,6,20,3,100.0,306305,323717,17700,276577
106735,106735,106735,3925,3925,3925, 36 months,11.31,129.08,6,,4,22968.0,Not Verified,Jan-19,Fully Paid,home_improvement,FL,12.54,Apr-06,,6,7489,15.2,7,w,0.0,0.0,3959.523125,3959.52,3925.0,34.52,Feb-19,3961.99,,Feb-19,Individual,7489,0,36.0,0,,1,3717,15.0,49400,1,1248.0,25480.0,21.8,36.0,153,18,18,138.0,,,2,4,2,2,1,6,6,4,6,0,100.0,49400,7489,32600,0
106738,106738,106738,9900,9900,9900, 36 months,12.98,333.48,6,6.0,6,35000.0,Not Verified,Jan-19,Charged Off,debt_consolidation,FL,30.62,Jan-08,,13,10554,24.5,23,w,9213.43,9213.43,1046.85,1046.85,686.57,360.28,Apr-19,333.48,Jun-19,May-19,Individual,113289,1,9.0,35621,,3,4537,25.0,43000,4,8715.0,7213.0,49.2,82.0,108,1,1,4.0,1.0,,4,8,4,8,5,11,16,8,13,3,100.0,148877,46175,14200,38357
106746,106746,106746,7000,7000,7000, 36 months,8.19,219.97,7,4.0,5,45000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,HI,19.44,May-05,,17,11411,19.2,27,w,0.0,0.0,7121.059149,7121.06,7000.0,121.06,Mar-19,6881.97,,May-19,Individual,30699,1,4.0,19288,96.0,10,4707,39.0,59300,12,1806.0,21835.0,27.9,164.0,63,0,0,2.0,1.0,,6,9,8,8,9,15,17,9,17,8,100.0,79300,30699,30300,20000
106766,106766,106766,11000,11000,11000, 60 months,11.8,243.58,6,3.0,5,56000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,CA,33.9,May-84,30.0,11,12877,36.9,27,w,0.0,0.0,11271.08604,11271.09,11000.0,271.09,Mar-19,11034.72,,Mar-19,Joint App,53880,4,23.0,41003,58.0,2,11735,51.0,34900,3,4898.0,6639.0,66.0,161.0,416,17,17,48.0,14.0,42.0,2,3,2,4,13,7,14,3,11,0,92.3,105923,53880,19500,71023
106817,106817,106817,3000,3000,3000, 36 months,20.89,112.86,4,2.0,6,32000.0,Verified,Jan-19,Fully Paid,medical,AL,22.81,Jun-11,,4,2213,20.9,12,f,0.0,0.0,3168.410002,3168.41,3000.0,168.41,Apr-19,2946.17,,Apr-19,Joint App,98996,1,20.0,23422,80.0,2,0,64.0,10600,4,24749.0,,,90.0,16,1,1,,1.0,,0,2,0,0,9,2,2,2,4,1,100.0,116919,25635,0,29278
106835,106835,106835,1500,1500,1500, 36 months,6.46,45.95,7,10.0,5,58200.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,FL,8.19,Jun-04,60.0,20,1205,7.7,24,f,0.0,0.0,1520.005775,1520.01,1500.0,20.01,Mar-19,1474.6,,May-19,Individual,8681,1,15.0,7476,61.0,10,1168,31.0,15700,13,543.0,9932.0,10.5,175.0,82,2,2,4.0,10.0,,1,2,8,8,5,19,19,2,20,6,91.7,27933,8681,11100,12233
106852,106852,106852,30000,30000,30000, 36 months,18.94,1098.78,4,10.0,6,125000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,IN,19.8,Sep-95,11.0,23,52186,79.2,47,w,28094.39,28094.39,3375.26,3375.26,1905.61,1469.65,Apr-19,1098.78,Jun-19,May-19,Individual,268049,3,8.0,40758,79.0,4,4546,79.0,65900,6,11654.0,2376.0,81.1,182.0,280,3,3,3.0,3.0,11.0,4,14,5,7,15,18,29,14,23,2,86.7,318451,92944,12600,51851
106860,106860,106860,17000,17000,17000, 36 months,11.31,559.06,6,1.0,4,255000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,FL,7.7,Dec-04,,10,17801,58.0,14,w,0.0,0.0,17337.45075,17337.45,17000.0,337.45,Mar-19,16348.04,,May-19,Individual,79100,1,2.0,61299,,5,3727,58.0,25900,6,7910.0,6539.0,60.5,91.0,169,3,2,8.0,3.0,,7,9,7,8,4,9,10,9,10,4,100.0,88462,79100,23100,62562
106911,106911,106911,10000,10000,10000, 60 months,24.37,289.84,3,4.0,6,160000.0,Not Verified,Jan-19,Fully Paid,other,TX,15.43,Aug-07,16.0,6,3972,39.7,20,w,0.0,0.0,10190.23071,10190.23,10000.0,190.23,Feb-19,10203.77,,May-19,Individual,363163,3,8.0,115721,,1,3247,40.0,10000,2,60527.0,6028.0,39.7,132.0,137,6,6,6.0,8.0,16.0,2,2,2,4,11,2,6,2,6,2,78.9,432601,119693,10000,152201
106915,106915,106915,8000,8000,8000, 36 months,12.98,269.48,6,10.0,1,65000.0,Not Verified,Jan-19,Charged Off,debt_consolidation,MA,27.23,Jul-91,,14,5024,8.1,30,w,0.0,0.0,292.56,292.56,182.95,109.61,Feb-19,298.33,,Mar-19,Individual,105941,3,2.0,100917,82.0,1,3195,31.0,62200,6,7567.0,55176.0,8.3,148.0,329,7,2,7.0,5.0,,5,5,9,12,15,11,15,5,14,5,100.0,171255,105941,60200,109055
106935,106935,106935,16000,16000,16000, 36 months,16.14,563.62,5,10.0,6,113132.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,MD,32.1,Mar-92,,17,9450,6.2,36,w,0.0,0.0,16596.55178,16596.55,16000.0,596.55,Mar-19,16047.28,,May-19,Individual,336642,4,2.0,69054,70.0,1,6108,31.0,152600,6,21040.0,121759.0,6.3,185.0,321,13,2,49.0,2.0,,5,6,8,8,20,12,13,6,17,2,100.0,554200,78504,129900,98600
106943,106943,106943,7000,7000,7000, 36 months,17.97,252.97,4,8.0,6,150000.0,Not Verified,Jan-19,Fully Paid,credit_card,AR,10.48,Jan-03,7.0,14,17033,48.5,31,w,0.0,0.0,7213.8221730000005,7213.82,7000.0,213.82,Apr-19,12.87,,Apr-19,Joint App,335044,3,36.0,54321,78.0,2,6162,64.0,35100,3,23932.0,7422.0,63.6,160.0,192,16,16,28.0,18.0,38.0,4,6,5,8,16,10,14,6,14,0,93.3,384755,71354,20400,80965
106944,106944,106944,10300,10300,10300, 60 months,19.92,272.43,4,4.0,6,48200.0,Verified,Jan-19,Fully Paid,house,MO,56.03,Aug-05,,13,3149,11.6,33,w,0.0,0.0,10453.88067,10453.88,10300.0,153.88,Feb-19,10465.28,,Apr-19,Joint App,164499,3,2.0,115440,100.0,4,0,54.0,27100,11,12654.0,21400.0,0.0,100.0,161,2,2,2.0,2.0,,0,2,6,10,9,9,22,2,13,6,100.0,197470,118589,21400,120770
106945,106945,106945,10000,10000,10000, 36 months,6.46,306.31,7,10.0,6,83000.0,Not Verified,Jan-19,Fully Paid,credit_card,TX,11.77,May-04,61.0,16,8106,14.5,40,w,0.0,0.0,10058.989029999999,10058.99,10000.0,58.99,Feb-19,10062.58,,Feb-19,Individual,214711,1,6.0,27370,95.0,3,3668,43.0,58000,7,13419.0,39663.0,13.6,126.0,146,6,6,6.0,6.0,,6,8,9,14,13,13,23,8,16,4,97.4,267564,36985,45600,28905
106957,106957,106957,9300,9300,9300, 36 months,8.81,294.92,7,10.0,5,75000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,IL,7.78,May-99,60.0,8,5636,24.6,26,w,0.0,0.0,9531.119561,9531.12,9300.0,231.12,Apr-19,8945.83,,Apr-19,Individual,124399,1,12.0,9380,87.0,2,3207,45.0,22900,5,15550.0,11031.0,31.5,128.0,236,4,4,4.0,4.0,60.0,2,4,3,10,5,6,17,4,8,4,96.2,143500,15016,16100,10800
106984,106984,106984,40000,40000,40000, 60 months,22.35,1112.74,4,10.0,6,72000.0,Verified,Jan-19,Fully Paid,credit_card,FL,47.85,Feb-00,66.0,14,26587,77.7,45,w,0.0,0.0,41359.66576,41359.67,40000.0,1359.67,Feb-19,41409.34,,May-19,Joint App,338229,4,21.0,192581,33.0,3,7042,53.0,34200,4,24159.0,649.0,97.5,226.0,83,0,0,8.0,0.0,,7,8,7,7,34,9,10,8,14,2,65.9,384147,219168,26000,208947
106993,106993,106993,10000,10000,10000, 36 months,6.46,306.31,7,5.0,6,95000.0,Not Verified,Jan-19,Fully Paid,credit_card,MO,3.42,Jan-01,24.0,7,8896,29.2,11,w,0.0,0.0,10203.55903,10203.56,10000.0,203.56,May-19,9288.22,,May-19,Individual,196474,0,134.0,0,,4,3262,29.0,30500,5,28068.0,18941.0,31.1,216.0,31,9,4,9.0,1.0,,4,5,5,6,2,6,7,5,7,2,90.9,218500,8896,27500,0
107060,107060,107060,6600,6600,6600, 36 months,11.8,218.59,6,2.0,4,60000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,FL,7.62,Jan-13,,7,6416,35.8,9,w,0.0,0.0,6866.730197,6866.73,6600.0,266.73,May-19,6215.29,,May-19,Individual,12084,1,8.0,5668,95.0,1,2130,51.0,17900,3,1726.0,5955.0,50.0,12.0,72,6,6,38.0,8.0,,5,6,5,5,2,6,7,6,7,3,100.0,23900,12084,11900,6000
107063,107063,107063,20000,20000,20000, 36 months,17.97,722.75,4,10.0,6,110000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,OR,30.38,Mar-04,,20,30064,59.5,42,w,19147.16,19147.16,1425.53,1425.53,852.84,572.69,Mar-19,722.75,Jun-19,May-19,Individual,356360,4,3.0,69155,72.0,2,9593,68.0,50500,9,18756.0,10059.0,65.3,117.0,178,8,3,8.0,3.0,,5,8,8,12,20,13,19,8,20,3,100.0,415981,99219,29000,96444
107066,107066,107066,30725,30725,30725, 36 months,19.92,1140.6,4,1.0,6,21600.0,Not Verified,Jan-19,Charged Off,small_business,FL,32.61,Aug-13,15.0,10,18608,28.8,13,w,28801.73,28801.73,3387.8,3387.8,1923.27,1464.53,Apr-19,1140.6,Jun-19,May-19,Joint App,264394,1,17.0,18023,82.0,2,16348,42.0,64600,4,26439.0,45135.0,29.0,58.0,65,21,9,21.0,5.0,15.0,3,4,5,6,2,8,10,4,10,1,76.9,316617,36631,63600,22062
107067,107067,107067,32000,32000,32000, 36 months,13.56,1086.86,5,7.0,5,42000.0,Verified,Jan-19,Fully Paid,debt_consolidation,AZ,7.2,Apr-06,,3,8439,90.7,12,w,0.0,0.0,33215.60298,33215.6,32000.0,1215.6,Apr-19,31065.99,,Apr-19,Joint App,8439,0,21.0,0,,0,5509,91.0,9300,1,2813.0,0.0,100.2,152.0,134,44,21,52.0,21.0,,1,3,1,3,6,3,6,3,3,0,100.0,9300,8439,5500,0
107089,107089,107089,20000,20000,20000, 60 months,19.92,528.99,4,2.0,6,25000.0,Verified,Jan-19,Fully Paid,other,AZ,42.73,May-10,46.0,9,7179,76.4,16,w,0.0,0.0,20594.7693,20594.77,20000.0,594.77,Feb-19,20616.9,,Mar-19,Joint App,194291,2,23.0,28802,69.0,2,4546,71.0,9400,3,27756.0,754.0,85.8,104.0,104,10,10,10.0,1.0,47.0,1,2,4,5,6,6,8,2,9,1,80.0,217413,35981,5300,41584
107114,107114,107114,19000,19000,19000, 36 months,14.47,653.73,5,1.0,5,75000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,CA,15.1,Dec-74,,9,13376,62.5,11,w,0.0,0.0,19009.93192,19009.93,19000.0,9.93,Jan-19,19025.2,,Dec-18,Individual,42889,1,16.0,29513,,6,5652,63.0,21400,7,4765.0,3405.0,77.6,124.0,528,3,3,3.0,10.0,,3,6,3,4,2,8,9,6,9,3,100.0,57814,42889,15200,36414
107125,107125,107125,10000,10000,10000, 36 months,8.81,317.12,7,4.0,5,90000.0,Not Verified,Jan-19,Charged Off,debt_consolidation,PA,0.83,Feb-01,,2,6266,31.3,4,w,9510.8,9510.8,629.35,629.35,489.2,140.15,Mar-19,317.12,Jun-19,May-19,Individual,6266,0,,0,,0,6266,31.0,20000,0,6266.0,13734.0,31.3,,215,78,78,78.0,,,1,1,2,3,0,2,4,1,2,0,100.0,20000,6266,20000,0
107134,107134,107134,35000,35000,35000, 36 months,11.31,1151.01,6,10.0,6,84000.0,Source Verified,Jan-19,Fully Paid,home_improvement,NY,3.37,Jun-80,14.0,18,8146,13.8,42,w,0.0,0.0,35829.09246,35829.09,35000.0,829.09,Mar-19,34700.07,,Apr-19,Joint App,415213,0,,0,,7,6549,14.0,59100,7,24424.0,24751.0,20.9,,462,3,3,3.0,1.0,14.0,1,3,8,22,0,17,38,3,18,3,92.9,486450,8146,31300,0
107146,107146,107146,29250,29250,29250, 36 months,16.14,1030.37,5,10.0,4,82000.0,Verified,Jan-19,Fully Paid,debt_consolidation,MD,34.7,Mar-00,,11,118762,85.0,30,w,0.0,0.0,30143.23266,30143.23,29250.0,893.23,Apr-19,526.05,,Apr-19,Individual,266004,0,,0,0.0,1,19194,85.0,139900,2,24182.0,11733.0,83.0,,225,20,17,45.0,0.0,,6,10,14,14,0,10,27,8,11,0,100.0,297150,62640,70400,0
107148,107148,107148,3500,3500,3500, 36 months,11.8,115.92,6,2.0,4,72000.0,Not Verified,Jan-19,Fully Paid,vacation,NY,24.83,Apr-95,,20,16021,16.9,37,f,0.0,0.0,3632.6139200000002,3632.61,3500.0,132.61,May-19,3287.14,,May-19,Individual,57669,2,4.0,40753,89.0,3,6444,40.0,95000,8,3035.0,75699.0,16.5,107.0,285,6,4,6.0,4.0,,8,9,14,19,12,17,24,9,20,4,100.0,144308,57669,90700,46000
107159,107159,107159,35000,35000,35000, 60 months,16.91,868.15,5,2.0,6,92000.0,Not Verified,Jan-19,Charged Off,debt_consolidation,CA,17.86,May-12,,8,9079,50.2,12,w,34244.83,34244.83,1703.42,1703.42,755.17,948.25,Mar-19,868.15,Jun-19,May-19,Joint App,341757,3,12.0,53706,67.0,2,1715,60.0,18100,5,42720.0,4689.0,31.0,80.0,40,2,2,2.0,1.0,,2,3,3,4,6,4,5,3,8,3,100.0,371204,62785,6800,68357
107163,107163,107163,10000,10000,10000, 36 months,7.02,308.87,7,10.0,6,83000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,AZ,34.18,Feb-98,,23,72015,79.5,42,f,0.0,0.0,10064.35,10064.35,10000.0,64.35,Feb-19,10068.25,,Feb-19,Individual,385589,3,38.0,76962,73.0,2,10336,78.0,90600,2,17527.0,10505.0,86.0,220.0,251,14,14,14.0,3.0,,13,15,15,19,12,18,26,15,23,0,100.0,482289,148977,75100,87189
107198,107198,107198,35000,35000,35000, 36 months,10.72,1141.22,6,1.0,6,175000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,NH,11.23,Sep-98,7.0,9,30138,50.5,27,w,0.0,0.0,35573.76882,35573.77,35000.0,573.77,Mar-19,34526.34,,Mar-19,Individual,60990,1,5.0,14644,97.0,1,21995,67.0,59700,2,6777.0,16533.0,63.5,140.0,244,13,5,25.0,,7.0,3,4,3,6,5,7,17,4,9,1,92.6,91032,60990,45300,15124
107208,107208,107208,1000,1000,1000, 36 months,23.4,38.92,3,3.0,5,42000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,AZ,17.31,Jul-04,22.0,13,443,2.6,18,f,980.58,980.58,37.62,37.62,19.42,18.2,Feb-19,38.92,Jun-19,May-19,Individual,15657,2,4.0,15214,90.0,2,255,46.0,17300,6,1204.0,6657.0,6.2,37.0,173,4,4,4.0,1.0,22.0,5,5,6,6,6,11,12,5,13,4,83.3,34144,15657,7100,16844
107212,107212,107212,20000,20000,20000, 36 months,12.98,673.69,6,3.0,6,42000.0,Source Verified,Jan-19,Charged Off,credit_card,IN,25.01,Apr-12,26.0,14,19412,57.6,19,w,18613.03,18613.03,2114.82,2114.82,1386.97,727.85,Apr-19,673.69,Jun-19,May-19,Individual,116060,1,47.0,8644,42.0,6,5908,52.0,33700,7,8290.0,9469.0,62.9,75.0,81,5,5,5.0,1.0,,8,10,9,9,4,12,13,10,14,5,94.4,145253,28056,25500,20742
107242,107242,107242,6000,6000,6000, 36 months,8.19,188.55,7,10.0,6,65000.0,Not Verified,Jan-19,Fully Paid,home_improvement,LA,27.84,Jan-06,19.0,12,8826,45.3,24,w,0.0,0.0,6113.198176,6113.2,6000.0,113.2,Mar-19,5927.38,,Apr-19,Individual,307055,9,22.0,109079,101.0,0,8363,92.0,19500,2,25588.0,10674.0,45.3,156.0,134,60,1,60.0,2.0,19.0,2,2,2,5,16,2,6,2,12,1,95.5,317160,117905,19500,108510
107258,107258,107258,8000,8000,8000, 36 months,10.72,260.86,6,1.0,6,173500.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,NY,19.95,Jun-98,,17,31710,77.0,33,w,0.0,0.0,8231.087323,8231.09,8000.0,231.09,May-19,26.54,,May-19,Individual,1108692,10,22.0,159131,135.0,1,14522,111.0,41200,3,65217.0,9490.0,77.0,247.0,179,16,16,16.0,0.0,,5,5,5,8,19,5,8,5,17,0,100.0,1132625,190841,41200,156125
107304,107304,107304,10000,10000,10000, 36 months,16.91,356.08,5,10.0,6,191000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,TX,7.0,Jan-03,5.0,7,6324,91.7,31,w,0.0,0.0,10296.98825,10296.99,10000.0,296.99,Mar-19,9950.3,,May-19,Individual,208776,3,4.0,15965,37.0,0,4844,44.0,6900,1,29825.0,156.0,96.9,192.0,125,89,4,89.0,8.0,5.0,1,2,1,2,21,2,6,2,7,1,80.0,268941,22289,5000,43681
107316,107316,107316,10000,10000,10000, 36 months,16.91,356.08,5,5.0,5,37084.0,Source Verified,Jan-19,Charged Off,debt_consolidation,NY,11.42,Oct-14,34.0,10,2421,16.5,12,w,9345.37,9345.37,1129.31,1129.31,654.63,474.68,Apr-19,356.08,Jun-19,May-19,Individual,6445,1,17.0,4024,65.0,3,998,31.0,14700,4,645.0,7679.0,20.0,43.0,50,1,1,15.0,1.0,34.0,4,5,5,5,2,9,10,5,10,1,66.7,20882,6445,9600,6182
107318,107318,107318,6000,6000,6000, 36 months,13.56,203.79,5,4.0,6,225000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,NV,11.69,Feb-04,,16,17688,31.5,35,w,5587.4,5587.4,624.93,624.93,412.6,212.33,Apr-19,203.79,Jun-19,May-19,Individual,375562,3,6.0,45961,68.0,8,7967,52.0,56200,13,26826.0,27250.0,32.5,179.0,122,3,3,3.0,3.0,,5,7,7,7,17,12,14,7,16,5,100.0,437156,63649,40400,67456
107321,107321,107321,32000,32000,32000, 36 months,10.72,1043.41,6,10.0,6,99000.0,Verified,Jan-19,Fully Paid,debt_consolidation,IL,29.35,Aug-95,,23,33410,19.9,42,w,0.0,0.0,32968.560860000005,32968.56,32000.0,968.56,Apr-19,30900.8,,Apr-19,Individual,365417,4,7.0,73923,82.0,8,14217,42.0,167300,11,15888.0,87138.0,25.5,151.0,192,2,2,7.0,2.0,,6,11,8,14,9,18,30,11,23,8,100.0,528967,107333,116300,90755
107324,107324,107324,5400,5400,5400, 36 months,11.31,177.59,6,10.0,6,125000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,TX,17.7,Sep-13,,9,13482,27.0,14,w,0.0,0.0,5445.8085,5445.81,5400.0,45.81,Feb-19,5449.2,,May-19,Individual,351807,4,4.0,50712,82.0,1,8508,57.0,50000,6,39090.0,21936.0,36.4,64.0,64,18,4,61.0,3.0,,2,3,2,3,6,4,6,3,9,2,100.0,407110,64194,34500,61910
107339,107339,107339,40000,40000,40000, 36 months,7.56,1245.36,7,1.0,6,425000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,GA,10.63,Mar-91,,10,374024,68.7,22,w,0.0,0.0,40431.79347,40431.79,40000.0,431.79,Feb-19,40448.59,,Feb-19,Individual,1367365,2,32.0,8955,21.0,0,27043,51.0,404500,1,151929.0,32477.0,68.7,114.0,334,31,7,31.0,8.0,,5,6,5,9,5,7,12,6,10,1,100.0,1431053,382979,104500,42153
107340,107340,107340,2400,2400,2375, 36 months,7.02,74.13,7,10.0,6,68700.0,Not Verified,Jan-19,Fully Paid,major_purchase,CA,4.17,Dec-08,,5,2124,11.2,14,f,0.0,0.0,2435.303897,2409.94,2400.0,35.3,Apr-19,8.51,,Apr-19,Individual,25094,2,49.0,22970,74.0,1,2124,50.0,19000,1,6274.0,13876.0,13.3,121.0,121,10,10,77.0,17.0,,1,1,1,4,7,3,7,1,5,1,100.0,50105,25094,16000,31105
107374,107374,107374,35000,35000,35000, 36 months,14.47,1204.23,5,10.0,6,79000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,NC,28.04,May-99,51.0,17,33542,69.3,40,w,33426.19,33426.19,2380.32,2380.32,1573.81,806.51,Mar-19,1204.23,Jun-19,May-19,Joint App,303298,5,30.0,50967,75.0,0,9759,73.0,48400,0,17841.0,2002.0,92.9,125.0,236,25,25,27.0,3.0,51.0,4,9,5,8,19,11,17,9,17,0,97.5,364816,84509,28300,68183
107377,107377,107377,2500,2500,2475, 36 months,12.98,84.22,6,2.0,5,50000.0,Source Verified,Jan-19,Fully Paid,major_purchase,NV,15.34,Oct-08,,10,1337,17.1,22,f,0.0,0.0,2518.931944,2493.74,2500.0,18.93,Feb-19,2520.73,,Mar-19,Individual,33182,8,8.0,31845,76.0,1,907,67.0,7800,3,3318.0,6463.0,17.1,123.0,77,21,8,32.0,,,2,2,2,3,18,2,4,2,10,1,100.0,49698,33182,7800,41898
107378,107378,107378,29750,29750,29750, 60 months,27.27,913.24,3,10.0,5,110000.0,Verified,Jan-19,Charged Off,debt_consolidation,AZ,26.63,May-08,51.0,11,6310,51.3,26,w,29022.19,29022.19,3032.69,3032.69,727.81,2304.88,Apr-19,913.24,Jun-19,May-19,Joint App,99744,4,15.0,93434,73.0,1,3547,70.0,12300,4,9068.0,2792.0,68.3,124.0,128,18,15,44.0,10.0,51.0,3,4,5,5,12,7,14,4,11,0,84.6,129168,99744,8800,116868
107406,107406,107406,6000,6000,6000, 36 months,8.19,188.55,7,10.0,6,38000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,MI,15.89,May-06,,11,1194,9.7,23,w,0.0,0.0,6058.191315,6058.19,6000.0,58.19,Feb-19,6060.92,,May-19,Individual,12239,2,10.0,11045,61.0,1,1017,40.0,12300,2,1530.0,7783.0,11.6,44.0,138,13,10,13.0,10.0,,1,3,3,11,2,9,19,3,8,1,100.0,30300,12239,8800,18000
107425,107425,107425,2500,2500,2500, 36 months,18.94,91.57,4,,4,14400.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,NH,24.33,Jul-00,66.0,5,4040,44.4,13,f,0.0,0.0,2500.000556,2500.0,2500.0,0.0,Feb-19,2.63,,May-19,Individual,4746,1,30.0,706,28.0,4,0,41.0,9100,4,949.0,2500.0,0.0,222.0,124,1,1,1.0,0.0,66.0,0,3,1,4,4,4,9,3,5,1,92.3,11600,4746,2500,2500
107449,107449,107449,9600,9600,9600, 36 months,8.81,304.43,7,1.0,6,20000.0,Source Verified,Jan-19,Charged Off,small_business,MT,34.03,Sep-08,,16,13365,15.5,38,w,8892.98,8892.98,908.59,908.59,707.02,201.57,Apr-19,304.43,Jun-19,May-19,Joint App,32271,1,3.0,18906,100.0,9,3550,31.0,86200,10,2017.0,46984.0,21.0,110.0,123,2,2,6.0,3.0,,5,7,10,19,6,15,31,7,16,6,100.0,105137,32271,59500,18937
107450,107450,107450,5000,5000,5000, 36 months,20.89,188.1,4,2.0,6,110000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,MD,9.57,Feb-07,61.0,8,1682,16.7,48,w,0.0,0.0,5139.2853479999985,5139.29,5000.0,139.29,Mar-19,1956.99,,Mar-19,Individual,365268,2,3.0,41455,98.0,9,1682,83.0,10100,16,52181.0,6818.0,19.8,98.0,143,7,3,7.0,4.0,61.0,1,1,3,15,21,5,26,1,8,7,95.1,376490,43137,8500,42156
107509,107509,107509,6000,6000,6000, 36 months,16.14,211.36,5,,5,50000.0,Not Verified,Jan-19,Charged Off,moving,CO,0.0,Apr-99,,2,0,,20,w,5736.92,5736.92,455.0,455.0,263.08,191.92,Mar-19,211.36,Jun-19,May-19,Individual,0,0,4.0,0,,1,0,,0,5,,,,78.0,236,11,4,,1.0,,0,0,0,5,6,2,12,0,2,3,100.0,0,0,0,0
107521,107521,107521,7000,7000,7000, 36 months,14.47,240.85,5,1.0,6,50000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,OR,16.83,Feb-14,,7,5336,51.3,8,w,6526.39,6526.39,716.92,716.92,473.61,243.31,Apr-19,240.85,Jun-19,May-19,Individual,318713,1,25.0,12563,61.0,2,678,58.0,10400,3,45530.0,2897.0,34.2,42.0,59,3,3,42.0,6.0,,3,5,3,3,2,5,5,5,7,3,100.0,332282,17899,4400,20540
