loan_status,int_rate,purpose,addr_state,funded_amnt,installment,emp_length,annual_inc,last_pymnt_amnt,num_actv_rev_tl,num_sats,avg_cur_bal
Fully Paid,11.31%,debt_consolidation,MN,19000,624.83,10+ years,35000.0,19143.26,8,12,499.0
Fully Paid,16.91%,credit_card,OH,5100,181.61,4 years,31000.0,5114.8,1,10,9502.0
Fully Paid,15.02%,debt_consolidation,PA,15000,357.01,7 years,70000.0,14842.85,5,12,13019.0
Late (16-30 days),8.81%,credit_card,MO,10000,317.12,3 years,75000.0,317.12,6,9,17804.0
Fully Paid,8.81%,debt_consolidation,CA,15000,475.68,< 1 year,85000.0,14469.56,1,4,26924.0
Fully Paid,12.98%,credit_card,TX,11000,250.18,1 year,50000.0,11151.12,4,12,783.0
Fully Paid,7.56%,other,CA,3000,93.41,,130000.0,3002.04,5,10,3292.0
Fully Paid,14.47%,debt_consolidation,FL,10000,235.13,,9252.0,10014.47,8,11,1564.0
Late (31-120 days),16.14%,credit_card,GA,25000,880.66,< 1 year,280000.0,880.66,5,5,3901.0
Fully Paid,16.14%,other,CO,6000,211.36,8 years,126000.0,5851.76,5,14,41924.0
Fully Paid,12.98%,home_improvement,WA,15000,505.27,1 year,79950.0,71.24,3,9,39027.0
Fully Paid,18.94%,debt_consolidation,OH,16000,586.02,10+ years,105000.0,63.06,4,12,18792.0
Fully Paid,16.14%,debt_consolidation,TX,12000,422.72,1 year,110000.0,11390.47,6,16,9730.0
Fully Paid,10.33%,credit_card,CA,7500,243.17,,14202.0,7532.93,7,8,1133.0
Late (31-120 days),8.19%,home_improvement,CA,25000,509.19,10+ years,125000.0,509.19,6,12,35939.0
Late (16-30 days),18.94%,moving,NJ,40000,1036.31,10+ years,104500.0,1036.31,3,11,3575.0
Fully Paid,22.35%,other,MD,35000,973.64,1 year,125253.0,35765.78,3,10,52231.0
Fully Paid,15.02%,debt_consolidation,KY,40000,952.02,10+ years,90000.0,40500.34,2,7,42879.0
Fully Paid,12.98%,credit_card,MD,20000,673.69,< 1 year,160000.0,19313.57,5,14,26877.0
Fully Paid,17.97%,debt_consolidation,FL,12000,433.65,10+ years,48000.0,12279.38,2,9,1692.0
Fully Paid,16.91%,debt_consolidation,AL,31900,791.26,< 1 year,350.0,31950.35,1,2,7192.0
Late (31-120 days),16.91%,debt_consolidation,MO,20000,496.09,4 years,84996.0,496.09,3,9,8371.0
Late (16-30 days),18.94%,major_purchase,CA,4800,175.81,10+ years,70000.0,175.81,5,14,38126.0
Late (16-30 days),20.89%,moving,CA,7500,282.14,2 years,68000.0,282.14,0,7,0.0
Fully Paid,14.47%,debt_consolidation,MD,5600,192.68,< 1 year,72050.0,5709.34,1,9,47704.0
Late (31-120 days),11.31%,debt_consolidation,PA,21250,698.83,< 1 year,500000.0,698.83,4,12,46872.0
Fully Paid,11.80%,credit_card,FL,10000,331.19,3 years,17000.0,9875.68,2,7,1124.0
Fully Paid,6.46%,credit_card,TX,3500,107.21,10+ years,58620.0,3341.26,5,6,3020.0
Fully Paid,10.72%,credit_card,GA,8000,260.86,3 years,33800.0,8023.82,6,6,1369.0
Late (31-120 days),11.31%,debt_consolidation,OK,20000,437.95,< 1 year,68000.0,437.95,3,7,21473.0
Fully Paid,15.02%,debt_consolidation,PA,16000,554.81,5 years,57000.0,15860.42,4,13,4897.0
Fully Paid,16.14%,debt_consolidation,FL,9600,338.18,< 1 year,110000.0,9390.94,5,10,27530.0
Fully Paid,13.56%,credit_card,MI,20000,679.29,9 years,170000.0,19493.41,15,24,8677.0
Fully Paid,7.56%,debt_consolidation,VT,28000,871.75,9 years,90000.0,28022.9,17,30,1155.0
Fully Paid,11.31%,credit_card,VA,40000,875.9,< 1 year,10000.0,40513.51,5,14,44182.0
Fully Paid,16.14%,other,CA,10000,352.27,8 years,65000.0,9807.35,7,11,1542.0
Fully Paid,11.80%,debt_consolidation,CA,13000,287.87,10+ years,150000.0,13207.8,2,9,33120.0
Fully Paid,20.89%,debt_consolidation,NY,5000,188.1,3 years,240000.0,4925.9,4,11,44780.0
Fully Paid,11.80%,other,AZ,20000,662.38,4 years,72000.0,19763.87,2,3,9406.0
Late (16-30 days),16.14%,medical,NV,25000,609.82,10+ years,62000.0,609.82,5,10,35327.0
Fully Paid,7.56%,debt_consolidation,AZ,18500,575.98,10+ years,84800.0,17351.13,3,7,65553.0
Late (31-120 days),18.94%,debt_consolidation,KS,35000,1281.9,8 years,82000.0,1281.9,5,9,21483.0
Late (31-120 days),10.33%,debt_consolidation,FL,12000,256.92,10+ years,75000.0,256.92,5,19,8004.0
Late (31-120 days),18.94%,debt_consolidation,NC,30000,1098.78,< 1 year,200000.0,1098.78,9,15,22890.0
Fully Paid,20.89%,house,NV,7000,263.34,3 years,72600.0,7016.05,6,11,22966.0
Late (16-30 days),16.91%,small_business,TX,5000,178.04,8 years,150000.0,178.04,8,13,11110.0
Fully Paid,13.56%,home_improvement,NY,16000,543.43,10+ years,230000.0,16060.27,6,22,2580.0
Fully Paid,7.02%,other,MA,8000,247.09,5 years,70000.0,8005.01,5,16,28441.0
Fully Paid,13.56%,credit_card,FL,8400,285.31,1 year,90000.0,5295.84,3,7,25795.0
Fully Paid,11.80%,credit_card,CA,7000,231.84,10+ years,85000.0,7061.95,6,9,2432.0
In Grace Period,16.91%,debt_consolidation,PA,7500,267.06,,18000.0,133.53,2,6,1505.0
Fully Paid,19.92%,debt_consolidation,FL,10000,371.23,2 years,45000.0,10018.59,4,13,4882.0
Fully Paid,8.19%,credit_card,WA,8300,260.82,5 years,152000.0,7973.83,1,6,5399.0
Fully Paid,24.37%,debt_consolidation,NY,25000,985.69,10+ years,140000.0,1807.5,22,31,3181.0
Fully Paid,24.37%,debt_consolidation,OR,15000,591.42,9 years,15000.0,206.4,4,7,58837.0
Fully Paid,15.02%,credit_card,CO,11200,266.57,10+ years,60252.0,11258.65,5,26,8753.0
Late (31-120 days),20.89%,medical,TX,1000,37.62,,25000.0,37.62,2,3,7590.0
Fully Paid,23.40%,debt_consolidation,AL,25000,972.97,10+ years,80000.0,25365.29,5,13,6124.0
Fully Paid,15.02%,debt_consolidation,MD,12000,285.61,10+ years,119597.0,12145.21,12,14,5458.0
Fully Paid,11.80%,credit_card,NJ,25000,827.98,2 years,185000.0,2124.8,5,11,35655.0
Fully Paid,16.14%,car,NV,8000,281.81,,24708.0,8020.46,1,4,3727.0
Late (31-120 days),24.37%,other,MT,1000,39.43,5 years,45000.0,39.43,2,4,1806.0
Fully Paid,16.14%,credit_card,NY,20000,487.86,10+ years,60000.0,20030.13,13,21,3248.0
Late (16-30 days),13.56%,credit_card,MO,25000,849.11,4 years,60000.0,849.11,8,11,4839.0
Fully Paid,17.97%,credit_card,AL,7000,252.97,10+ years,60000.0,7041.44,4,11,18841.0
Late (16-30 days),26.31%,major_purchase,VA,25000,753.11,10+ years,60000.0,753.11,3,6,350.0
Fully Paid,23.40%,home_improvement,MD,5000,194.6,6 years,93000.0,5110.5,8,17,17646.0
Late (31-120 days),11.80%,major_purchase,CA,38000,1258.52,< 1 year,176209.0,500.0,15,25,762.0
Fully Paid,19.92%,small_business,CT,10000,371.23,2 years,45000.0,9987.82,5,7,2863.0
Fully Paid,11.80%,credit_card,DE,10000,331.19,10+ years,79000.0,9699.24,3,10,26601.0
Fully Paid,16.14%,debt_consolidation,NY,2675,94.24,,14760.0,2690.59,0,6,7618.0
Late (31-120 days),18.94%,debt_consolidation,GA,15000,388.62,2 years,55000.0,388.62,9,16,3068.0
Fully Paid,8.81%,debt_consolidation,AZ,5000,158.56,10+ years,60000.0,4673.48,1,7,38440.0
Fully Paid,22.35%,debt_consolidation,WI,15000,417.28,3 years,63000.0,15325.94,2,8,9975.0
Fully Paid,19.92%,house,TX,13000,343.85,4 years,160000.0,13205.48,6,11,7633.0
Fully Paid,8.19%,debt_consolidation,OH,25000,509.19,4 years,65000.0,24232.4,7,20,22757.0
Fully Paid,24.37%,other,NJ,15175,598.32,10+ years,80000.0,6117.51,3,13,35163.0
Fully Paid,14.47%,other,CO,10000,344.07,5 years,119000.0,10013.51,5,13,29203.0
Fully Paid,7.56%,house,CO,15000,467.01,,22284.0,15025.2,1,5,14.0
Fully Paid,23.40%,debt_consolidation,PA,2000,77.84,7 years,75000.0,2037.7,4,8,31528.0
Fully Paid,8.81%,debt_consolidation,CO,4500,142.71,1 year,44000.0,4028.1,5,8,23362.0
Fully Paid,11.31%,credit_card,CA,8000,263.09,10+ years,50000.0,8008.44,9,14,3736.0
Late (31-120 days),19.92%,debt_consolidation,NY,24100,894.67,2 years,60000.0,894.67,6,10,4303.0
Fully Paid,10.33%,debt_consolidation,MO,10000,324.23,10+ years,115000.0,10087.18,5,13,9223.0
Fully Paid,15.02%,small_business,NY,14000,333.21,10+ years,80000.0,14280.37,6,18,15386.0
Late (16-30 days),11.31%,medical,NY,5000,164.43,1 year,20000.0,164.43,1,3,6537.0
Fully Paid,15.02%,credit_card,TN,21000,499.81,10+ years,119000.0,20906.91,8,17,8444.0
Fully Paid,10.33%,credit_card,CO,36000,1167.21,10+ years,160000.0,36034.09,5,8,27660.0
Fully Paid,15.02%,credit_card,FL,35000,833.02,1 year,150000.0,34873.06,11,16,6783.0
Fully Paid,17.97%,credit_card,CT,18000,456.79,10+ years,120000.0,18519.17,10,11,3335.0
Fully Paid,7.56%,debt_consolidation,FL,25000,778.35,10+ years,75000.0,23175.2,3,30,993.0
Fully Paid,15.02%,debt_consolidation,NH,3200,110.97,6 years,65000.0,3182.28,6,14,24152.0
Fully Paid,6.46%,home_improvement,TX,20000,612.62,1 year,175000.0,19617.03,10,17,7480.0
Fully Paid,7.02%,credit_card,NJ,6000,185.32,< 1 year,45000.0,5735.26,1,8,1830.0
Fully Paid,6.46%,debt_consolidation,VA,12000,367.57,10+ years,360000.0,11501.5,10,13,7314.0
Fully Paid,22.35%,credit_card,FL,11000,422.09,10+ years,115010.0,10771.07,5,9,26915.0
Fully Paid,16.91%,debt_consolidation,NC,40000,992.17,< 1 year,130000.0,40063.13,0,4,48502.0
Fully Paid,11.31%,debt_consolidation,FL,16000,526.18,10+ years,110000.0,15805.41,6,14,8257.0
Fully Paid,11.31%,debt_consolidation,NY,3000,98.66,10+ years,191000.0,2904.77,6,13,5419.0
Late (16-30 days),6.46%,credit_card,IN,7150,219.02,5 years,60000.0,219.02,4,10,11877.0
In Grace Period,15.02%,debt_consolidation,AZ,20000,476.01,10+ years,73000.0,476.01,5,9,6625.0
Fully Paid,11.80%,debt_consolidation,GA,12400,410.68,10+ years,140000.0,12245.84,6,8,2083.0
Late (16-30 days),18.94%,home_improvement,OH,35000,906.77,7 years,56364.0,906.77,4,14,3320.0
Late (31-120 days),17.97%,credit_card,IL,29250,742.29,2 years,155000.0,742.29,3,8,31516.0
Fully Paid,16.14%,home_improvement,CA,20000,704.53,3 years,100000.0,20197.27,5,10,2757.0
Fully Paid,8.81%,credit_card,FL,25000,792.79,10+ years,55000.0,23963.23,3,5,43835.0
Fully Paid,27.27%,debt_consolidation,CA,25000,1024.26,< 1 year,90000.0,24642.4,7,12,24136.0
Fully Paid,8.19%,credit_card,MN,3000,94.28,1 year,100000.0,2802.17,6,10,6381.0
Late (16-30 days),25.34%,credit_card,VA,2600,103.85,10+ years,34000.0,103.85,8,12,1668.0
Fully Paid,7.56%,credit_card,NC,36000,1120.82,3 years,160000.0,36039.61,8,19,11651.0
In Grace Period,6.46%,major_purchase,WA,40000,1225.24,1 year,95000.0,1225.24,6,10,29853.0
Fully Paid,8.81%,credit_card,IL,16000,507.39,10+ years,90000.0,14944.55,4,17,9266.0
Fully Paid,26.31%,debt_consolidation,WA,12500,376.56,10+ years,50000.0,12728.39,2,4,68150.0
Late (31-120 days),18.94%,debt_consolidation,MI,24000,879.02,< 1 year,80000.0,778.01,4,5,3776.0
Fully Paid,23.40%,credit_card,PA,14000,544.86,2 years,40000.0,343.71,6,15,2146.0
Fully Paid,7.56%,credit_card,NV,10000,311.34,1 year,85000.0,9567.44,4,9,29771.0
Fully Paid,11.80%,debt_consolidation,IL,13000,287.87,5 years,98000.0,13102.27,7,13,10151.0
Fully Paid,10.33%,debt_consolidation,VA,2100,68.09,9 years,86000.0,999.91,3,9,24684.0
Late (31-120 days),15.02%,credit_card,FL,34000,809.22,5 years,120000.0,809.22,8,11,8928.0
Late (31-120 days),6.46%,debt_consolidation,NJ,30000,918.93,10+ years,250000.0,918.93,23,29,11581.0
Fully Paid,11.31%,house,AZ,3500,115.11,6 years,45000.0,3437.48,1,10,2551.0
Fully Paid,12.98%,credit_card,IN,8000,269.48,2 years,45000.0,8009.69,1,3,32211.0
Fully Paid,6.46%,home_improvement,WY,18000,551.36,4 years,78000.0,17237.32,4,6,16570.0
Fully Paid,13.56%,other,KY,5000,169.83,< 1 year,35000.0,4719.03,3,6,20125.0
Fully Paid,10.33%,debt_consolidation,CA,9000,291.81,,64000.0,9120.33,8,16,1083.0
Fully Paid,12.98%,debt_consolidation,MI,10000,227.43,2 years,35000.0,24.63,6,13,2571.0
In Grace Period,11.80%,credit_card,UT,24000,531.45,10+ years,130000.0,531.45,5,11,24474.0
Fully Paid,7.56%,debt_consolidation,CA,21000,653.81,< 1 year,93000.0,21132.3,2,15,21967.0
Fully Paid,7.02%,debt_consolidation,GA,13000,401.53,< 1 year,110000.0,12071.99,10,15,12468.0
Fully Paid,16.14%,credit_card,NY,22400,789.07,5 years,225000.0,21912.24,4,14,41053.0
Fully Paid,12.98%,debt_consolidation,TN,16000,363.89,,50000.0,16019.38,9,10,1533.0
Fully Paid,11.80%,debt_consolidation,TX,40000,885.75,3 years,130000.0,40367.11,6,11,17988.0
Fully Paid,11.80%,house,OK,9000,298.07,10+ years,105000.0,8687.83,2,20,10870.0
Late (31-120 days),10.72%,debt_consolidation,TX,35000,1141.22,< 1 year,285000.0,1141.22,8,15,4593.0
Fully Paid,7.56%,credit_card,VT,2400,74.73,4 years,40000.0,2361.84,1,5,2594.0
Fully Paid,8.19%,debt_consolidation,MN,6400,201.12,10+ years,62000.0,6482.02,5,14,2647.0
Fully Paid,14.47%,debt_consolidation,GA,35000,1204.23,4 years,100000.0,34778.53,5,8,17884.0
Fully Paid,6.46%,debt_consolidation,CA,5000,153.16,6 years,40000.0,4649.74,5,8,27771.0
Late (16-30 days),14.47%,home_improvement,NC,12000,282.16,8 years,242500.0,282.16,5,12,38290.0
Fully Paid,7.02%,credit_card,GA,9000,277.98,< 1 year,83000.0,8838.78,3,16,14150.0
Fully Paid,11.80%,medical,IL,40000,1324.76,< 1 year,185000.0,39619.22,5,7,38103.0
Fully Paid,14.47%,home_improvement,CA,25000,587.82,< 1 year,75000.0,25160.78,1,12,38676.0
Late (16-30 days),15.02%,credit_card,NY,25000,595.02,< 1 year,95000.0,595.02,5,9,4909.0
Fully Paid,15.02%,debt_consolidation,OK,25000,595.02,3 years,125000.0,25041.72,4,9,25456.0
Fully Paid,11.80%,debt_consolidation,NY,21000,695.5,< 1 year,88000.0,21220.3,7,14,3976.0
Fully Paid,11.31%,debt_consolidation,TN,10000,328.86,10+ years,98000.0,9419.71,4,14,17432.0
Fully Paid,15.02%,debt_consolidation,IN,35200,837.78,,80000.0,35249.35,3,7,12566.0
Fully Paid,10.33%,credit_card,IN,20000,648.45,,70000.0,20047.63,5,12,15627.0
Late (31-120 days),13.56%,debt_consolidation,WA,20000,679.29,,78000.0,679.29,9,19,1675.0
Fully Paid,15.02%,other,NJ,35500,844.92,10+ years,89800.0,35633.3,4,10,5644.0
Fully Paid,11.80%,debt_consolidation,GA,20000,662.38,10+ years,48000.0,19894.03,5,14,6789.0
Fully Paid,12.98%,other,CA,1500,50.53,1 year,20000.0,988.9,3,5,1933.0
Fully Paid,8.19%,other,WA,8000,251.4,10+ years,109000.0,8081.23,7,11,40313.0
Fully Paid,18.94%,credit_card,CA,35000,1281.9,10+ years,157000.0,35061.87,21,30,18833.0
Fully Paid,26.31%,debt_consolidation,TX,20000,809.12,< 1 year,130000.0,20144.17,6,11,7370.0
Fully Paid,27.27%,credit_card,IL,18000,552.55,10+ years,130000.0,195.75,4,7,4421.0
Fully Paid,15.02%,other,CO,1600,55.49,1 year,70000.0,1616.69,5,10,7437.0
Fully Paid,8.19%,credit_card,NY,35000,1099.85,10+ years,40000.0,33587.71,7,19,932.0
Fully Paid,8.19%,credit_card,TN,1700,53.43,4 years,185000.0,1586.13,6,8,688.0
Fully Paid,13.56%,debt_consolidation,VA,35000,1188.76,6 years,240000.0,34731.68,9,16,51880.0
Fully Paid,12.98%,debt_consolidation,SC,25000,568.58,< 1 year,170560.0,25404.01,4,12,33376.0
Fully Paid,8.81%,credit_card,MI,10000,317.12,6 years,135000.0,9639.56,3,7,2921.0
Fully Paid,17.97%,credit_card,WV,6000,216.83,10+ years,55000.0,6089.85,8,17,6095.0
Fully Paid,8.81%,credit_card,CO,10000,317.12,1 year,40000.0,9349.16,6,11,1997.0
Late (16-30 days),16.14%,credit_card,NJ,17000,414.68,10+ years,46000.0,414.68,9,17,3005.0
Fully Paid,14.47%,debt_consolidation,NY,12000,412.88,4 years,76000.0,11891.93,5,7,3365.0
Fully Paid,27.27%,small_business,MI,1000,40.98,7 years,70000.0,14.62,1,9,2268.0
Fully Paid,16.91%,debt_consolidation,NH,35000,868.15,10+ years,161092.0,31.81,19,30,4200.0
Fully Paid,8.19%,debt_consolidation,OH,15000,471.37,2 years,54000.0,14776.27,5,11,34432.0
Fully Paid,12.98%,debt_consolidation,OH,28500,648.18,10+ years,73000.0,28859.29,4,18,5575.0
Fully Paid,7.56%,debt_consolidation,IL,24000,747.22,10+ years,150000.0,23575.37,3,11,13999.0
Late (16-30 days),16.91%,vacation,NC,3500,124.63,10+ years,32000.0,124.63,8,21,4787.0
Fully Paid,11.80%,debt_consolidation,NJ,26000,861.1,1 year,150000.0,25676.77,5,29,13027.0
Late (31-120 days),23.40%,credit_card,FL,10750,418.38,8 years,49200.0,0.0,5,9,11455.0
Fully Paid,11.31%,debt_consolidation,MI,3600,118.39,2 years,159000.0,3493.08,7,12,28786.0
Fully Paid,10.72%,credit_card,OH,6000,195.64,10+ years,65000.0,6030.91,8,11,9076.0
Fully Paid,10.72%,debt_consolidation,MI,4000,130.43,7 years,22000.0,1.13,1,2,163.0
Late (31-120 days),13.56%,debt_consolidation,AZ,5500,186.81,5 years,72000.0,186.81,9,12,1110.0
Fully Paid,13.56%,debt_consolidation,SC,4075,138.41,10+ years,51000.0,3944.61,2,5,4265.0
Fully Paid,14.47%,home_improvement,FL,5600,192.68,10+ years,70000.0,5564.51,8,20,14581.0
Fully Paid,19.92%,credit_card,FL,16300,605.11,10+ years,33000.0,5069.93,3,8,4562.0
Late (31-120 days),12.98%,other,LA,4800,161.69,3 years,177000.0,161.69,3,13,20327.0
Fully Paid,17.97%,credit_card,VA,15000,380.66,10+ years,75000.0,15256.85,5,8,24608.0
Fully Paid,8.19%,debt_consolidation,UT,5000,157.13,10+ years,80000.0,7.76,1,5,71593.0
Fully Paid,22.35%,debt_consolidation,WA,10000,278.19,10+ years,139000.0,148.53,7,15,6471.0
Fully Paid,11.80%,debt_consolidation,CA,6000,198.72,2 years,35000.0,5642.23,6,9,301.0
Fully Paid,8.19%,major_purchase,IL,24000,754.18,6 years,50000.0,24043.68,1,5,3213.0
Fully Paid,8.19%,debt_consolidation,CA,25000,785.61,1 year,180000.0,23959.62,4,5,5149.0
Fully Paid,13.56%,debt_consolidation,TX,8000,271.72,3 years,105000.0,7.65,2,12,4431.0
Fully Paid,8.81%,home_improvement,MS,4000,126.85,2 years,48000.0,3938.62,0,9,1251.0
Fully Paid,19.92%,small_business,CA,15000,556.85,4 years,70000.0,14936.04,3,7,14263.0
Fully Paid,8.19%,credit_card,UT,2000,62.85,6 years,23000.0,2016.87,4,9,669.0
Fully Paid,17.97%,debt_consolidation,WA,35000,888.2,10+ years,178000.0,34982.54,7,12,40927.0
Fully Paid,11.80%,other,MO,30000,664.31,10+ years,39000.0,29727.4,6,16,11330.0
In Grace Period,20.89%,debt_consolidation,CA,40000,1079.67,5 years,93000.0,1079.67,11,21,32433.0
Fully Paid,11.80%,debt_consolidation,CO,8400,278.2,10+ years,65000.0,7889.17,6,11,25084.0
Fully Paid,25.34%,debt_consolidation,TX,1800,71.9,3 years,41348.0,1855.41,2,13,8729.0
Fully Paid,7.02%,debt_consolidation,AZ,10000,308.87,8 years,70000.0,9574.99,3,10,5995.0
Fully Paid,16.91%,medical,FL,3000,106.83,,25000.0,3078.12,1,8,825.0
Fully Paid,17.97%,debt_consolidation,WA,20000,507.55,10+ years,52000.0,20077.01,3,13,31428.0
In Grace Period,16.91%,home_improvement,VA,7200,256.38,,52000.0,256.38,10,23,5445.0
Fully Paid,11.31%,credit_card,WA,25000,547.44,6 years,67000.0,25133.52,1,5,35624.0
Late (16-30 days),27.27%,debt_consolidation,OH,12475,382.95,,18768.0,12613.01,1,8,4846.0
Fully Paid,7.02%,debt_consolidation,NJ,15000,463.3,2 years,58000.0,14373.31,6,15,888.0
Fully Paid,11.80%,debt_consolidation,NJ,20000,442.88,10+ years,110000.0,20033.96,8,12,17636.0
In Grace Period,27.27%,other,NJ,10075,309.28,10+ years,20000.0,309.28,1,3,13303.0
Late (31-120 days),16.14%,credit_card,MD,10850,382.21,2 years,75000.0,382.21,3,9,2285.0
Fully Paid,10.72%,debt_consolidation,CA,20000,652.13,3 years,45000.0,121.63,9,14,2618.0
Fully Paid,8.81%,debt_consolidation,MN,25000,792.79,3 years,72000.0,23979.93,0,12,33590.0
Fully Paid,26.31%,credit_card,AZ,25000,1011.4,8 years,89000.0,25320.9,7,22,6624.0
Fully Paid,11.31%,credit_card,KS,15000,493.29,10+ years,49000.0,14440.7,4,17,1204.0
Fully Paid,10.72%,debt_consolidation,NE,21000,453.67,< 1 year,65000.0,21038.08,3,11,1778.0
Late (16-30 days),7.02%,credit_card,NE,5000,154.44,,28700.0,154.44,5,5,957.0
Late (31-120 days),8.81%,credit_card,NY,7500,237.84,4 years,32000.0,237.84,2,12,2835.0
Fully Paid,19.92%,debt_consolidation,TX,30000,793.49,1 year,65000.0,1190.5,2,10,19176.0
Late (31-120 days),13.56%,debt_consolidation,UT,35000,1188.76,4 years,165000.0,1188.76,2,9,1418.0
Late (31-120 days),14.47%,debt_consolidation,TX,24000,825.76,3 years,72000.0,825.76,4,16,3524.0
Late (31-120 days),18.94%,debt_consolidation,MS,14000,362.71,3 years,62000.0,435.62,1,7,8890.0
Late (31-120 days),13.56%,debt_consolidation,UT,25000,576.02,4 years,120000.0,576.02,8,16,26568.0
Fully Paid,11.80%,debt_consolidation,MA,12000,397.43,6 years,89000.0,12249.42,4,18,15756.0
Charged Off,10.33%,debt_consolidation,GA,30000,642.3,,130000.0,642.3,1,6,41936.0
Late (16-30 days),11.80%,moving,OH,4200,139.1,3 years,110000.0,139.1,11,17,15312.0
In Grace Period,12.98%,credit_card,FL,3000,101.06,1 year,23000.0,101.06,3,4,943.0
Fully Paid,15.02%,debt_consolidation,CA,6000,208.06,< 1 year,125000.0,5811.17,3,6,21130.0
Fully Paid,20.89%,credit_card,MD,35000,944.71,4 years,155000.0,138.01,7,15,16976.0
In Grace Period,7.02%,debt_consolidation,NY,13500,416.97,3 years,41000.0,416.97,1,4,3497.0
Fully Paid,13.56%,other,TX,5000,169.83,10+ years,250000.0,5089.63,3,8,37810.0
Fully Paid,7.56%,home_improvement,PA,19200,597.77,< 1 year,286000.0,18841.15,3,12,39761.0
Fully Paid,18.94%,debt_consolidation,MI,18000,466.34,8 years,65000.0,18452.83,3,6,37407.0
Fully Paid,6.46%,credit_card,CA,9600,294.06,10+ years,90000.0,9439.07,3,4,5218.0
Fully Paid,13.56%,credit_card,CA,8900,302.29,10+ years,62000.0,8997.22,11,20,12362.0
Fully Paid,17.97%,debt_consolidation,CT,35000,888.2,1 year,235000.0,34864.12,8,13,5354.0
Late (31-120 days),13.56%,debt_consolidation,MD,16000,543.43,5 years,230000.0,543.43,12,25,27728.0
Fully Paid,17.97%,debt_consolidation,CA,32000,1156.4,1 year,80000.0,30575.81,9,12,1548.0
Fully Paid,18.94%,house,MN,7000,256.38,5 years,65000.0,1119.71,6,12,1786.0
Fully Paid,19.92%,debt_consolidation,CT,4975,184.69,< 1 year,65000.0,4974.9,8,15,24545.0
Late (31-120 days),7.56%,debt_consolidation,NC,8400,261.53,2 years,65000.0,0.0,2,8,9208.0
Late (16-30 days),22.35%,debt_consolidation,FL,15000,417.28,10+ years,56000.0,417.28,5,12,7012.0
Late (16-30 days),10.72%,car,NC,10400,339.11,3 years,65191.0,339.11,7,18,15416.0
Fully Paid,20.89%,home_improvement,AZ,32000,863.73,10+ years,74000.0,32317.35,5,15,12945.0
Fully Paid,14.47%,credit_card,CT,19125,658.03,< 1 year,75000.0,19055.19,3,9,10399.0
Fully Paid,13.56%,other,FL,10000,339.65,7 years,30000.0,14.01,2,5,1764.0
Fully Paid,24.37%,home_improvement,CA,30000,869.5,< 1 year,115000.0,31072.29,4,9,1728.0
Fully Paid,19.92%,debt_consolidation,MO,25000,661.24,10+ years,61000.0,25259.58,13,15,8873.0
Fully Paid,12.98%,debt_consolidation,NC,8000,269.48,10+ years,82000.0,8009.52,5,8,11478.0
Fully Paid,24.37%,other,FL,1000,39.43,10+ years,51188.0,1003.4,15,17,1272.0
Fully Paid,11.31%,home_improvement,NY,8000,263.09,,120000.0,1034.02,8,24,1387.0
Fully Paid,10.72%,credit_card,WY,10000,216.04,9 years,60000.0,9988.87,14,39,9733.0
Fully Paid,24.37%,debt_consolidation,OH,20000,788.55,10+ years,67500.0,19692.04,8,11,16880.0
Late (16-30 days),8.81%,debt_consolidation,NC,4000,126.85,5 years,31200.0,126.85,3,15,3256.0
Fully Paid,16.91%,debt_consolidation,CA,40000,992.17,10+ years,58000.0,40100.71,1,3,172673.0
Fully Paid,13.56%,credit_card,IL,24000,552.98,6 years,77000.0,24503.59,11,18,16597.0
Fully Paid,26.31%,home_improvement,PA,5000,202.28,7 years,40000.0,5050.04,8,12,11486.0
Fully Paid,16.91%,other,NV,3000,106.83,10+ years,46000.0,24.81,2,6,36754.0
Fully Paid,12.98%,other,FL,22000,500.35,< 1 year,60000.0,21428.7,2,10,5116.0
Fully Paid,11.80%,debt_consolidation,CA,25000,553.59,< 1 year,117630.0,25102.26,4,14,26536.0
Fully Paid,10.33%,debt_consolidation,FL,2400,77.82,7 years,60000.0,2438.14,3,6,1312.0
Fully Paid,16.14%,house,SC,15000,528.4,8 years,65000.0,15036.05,1,4,37078.0
Fully Paid,14.47%,debt_consolidation,MA,8000,275.26,,21000.0,7974.74,5,10,3133.0
Fully Paid,10.72%,credit_card,NY,15000,489.1,7 years,100000.0,14894.85,3,4,9723.0
Fully Paid,17.97%,credit_card,WV,1200,43.37,10+ years,70000.0,1211.98,7,12,5331.0
Fully Paid,27.27%,medical,DE,1000,40.98,10+ years,45000.0,1018.18,12,22,5676.0
Fully Paid,19.92%,debt_consolidation,IL,9000,334.11,5 years,75000.0,9038.01,2,6,34185.0
Fully Paid,8.81%,credit_card,FL,12000,380.54,6 years,60000.0,12148.27,5,11,27190.0
Fully Paid,11.80%,other,TX,10000,221.44,5 years,170000.0,9759.07,8,23,13924.0
Fully Paid,13.56%,debt_consolidation,WA,12000,407.58,10+ years,160000.0,11933.88,7,14,7399.0
Late (16-30 days),12.98%,other,MN,2500,84.22,10+ years,75000.0,84.22,4,8,28668.0
Fully Paid,12.98%,credit_card,MI,10000,336.85,10+ years,70000.0,9727.24,4,8,5489.0
Late (16-30 days),10.33%,debt_consolidation,NY,10000,324.23,10+ years,90000.0,324.23,4,8,5232.0
